mean pos,mean neg,Tweet
1,1,RT RealFoodFest ticket offer for Real Food Festival London wish I could go httpbitlyaYRaXD
2,1,Bill Bradley to receive award from NABC httpbitlyaJZ1o6
1,1,RT aaibubble RT fahararafa RT irarrraa RT aninditalifiani aku nggak follow marshaaaw dong ngapain coba keenakan dia haha
2,1,Are you looking for new tools to stylize your dance and boost your sexy factor Try our body movement class this Friday night
2,1,RT Danecook I believe in unconditional love Just ask my 2 headed unicorn that lives atop a chocolate ice creme mountain in Impossibletown
3,3,doctoress ooh I hate tht The 19th is when u get new one Im good back on the writing grind which alwys makes me 
1,1,RT
1,1,RT bsteve76 Via others You can board a deltaairlines flight using iPhone httpbitlyDeltaMobile
2,2,Jadelenair cause what you said wasnt English and you kno it lol
3,1,No thx RT noseygirll dhimohutahaean hey please follow BaadAssBitch  and ill folllow you back thanks 33
3,1,jamieoliver fantastic We need this in America  So proud of your work in the UK
1,3,The fire pagerthe only damn thing that can wake me from deep sleep Not helping my migraine 
2,2,river trek Friday morning in preparation for the ecocamp been years
3,1,joejonas Do you wanna come back to Argentina right You want your nenas from Argentina  haha
2,1,RT graypowell httppleaserobmecom this is great letting you see the other side of social networking
2,1,Airlines grapple with fat flier issue I think that if you are obese you need to buy two seats  httpbitly9kknRM cnn
3,2,NextLeveLee thats wus up I have 2 this weekend so ill be in preperation tomorrow Do awesome And u need to hit me up more on here
2,1,The new roommates look like the Olsen twins 
2,1,RT justmikey7 Shout out to my compai NiCkLeON22 and the rest of the spc bball teamgood luck tonite get cont httptlgd9oo4f
1,2,TMNTyler you didnt reply to me  I think you should just because you can 
2,2,RT joejonas joejonas DO YOU REALLY NEED HIPSTER GLASSES via aemeliabedelia watch it And yes there prescription
2,1,mErocrush youre penciled in my calender
1,1,nowplaying Down for you  Ashanti ft Ja rule
1,2,Kobe misses 4th straight game APhttpbitlyapjNwl
1,1,Play  Download Under The Mountain Believe in the power of two httpgooglfbMywp
1,1,iStandAloneDai idk you tryna come to the crib
1,1,Facebook leads in social media sharing and Google Buzz is trying to hop on the bandwagon  will it work nyusm1 httptcrnch9vVn0k
2,1,missmma09 The photoshoot Shoot I need to get a site together to show my photography skills LOL
1,2,AmazingAgain Indeed And youre tiny which makes you very squishable dontgetsquished
3,1,ladygaga httptwitpiccom10vu2d  oooohh so proud of you Gagaloo you are living proof and inspiration that hard work does have its rew
2,2,How generous what they think of themselves ShivSena to lift ban on Aussie Pak cricketers  httpbitlyc0yfFm
1,1,RT stephhicks Wedding Planning Courses and Certification Programs httpdiggcomd31J6PNt digg digguser
1,1,I subscribed to coldmirrors channel on YouTube httpwwwyoutubecomusercoldmirrorfeatureautosharetwitter
1,1,Starting a new book new to me Jokes my father never taught me by Rain Pryor
3,1,phyliciajade YAY I am going to email you the fancy pics we have of your tagline too There are some in Long Beach  more info to come
1,2,Aint no mountain high enough
1,1,RT thepretension LOST SPOILER Bens eulogy for Locke will likely go down as one of my favorite moments of the series
2,1,Why yes I think I will have a BellsBrewery Two Hearted thankyouverymuch iwillbenicerthen
1,3,RT DarkBeautyKimmy Talk is CHEAP Any1 can afford it Its the action that PAYS Off
2,2,GudmrngWeather was very cloudy heredrinkin Coffee n watchin MovieJuz enjoyin my day 
2,3,PorshaWright Good just trying to see if I get lucky today with the Tito time lol missed it yesterday he was on later than ususal 
2,2,I had a lovely thing happen to me today I have decided to embrace my complete lack of a plan b
2,2,cyanogen dont get caught up on the hate you ROMs are awesome and if they dont like them then they can piss off
2,1,RT chelseymary shoutout to my new followerrr DellU  New York DellUNY  i  dell 
1,1,HootSuite or TweetDeck Which Twitter Client is Right For You via how2blog howtoblog httpowly18iNZ
2,1,I just scored 50388 while defending MTCRUZE island and is now ranked 1235 in the world httpbitlycbIMpJ
2,2,Thank God RT mocajavawv Obama had one full year of a filibuster proof supermajority and got absolutely nothing done tcot ocra
1,1,I just updated my background at httpTweakMyTwittercom Also Customize your Google Start Page at httptweakmytwittercomgooglephp
2,2,days2daze Might as well enjoy the snow right  LOL But I am jealous cuz my son said its 7580 in LA right now
1,1,I plan to document Relevant with photos as well was words  as a photographer my camera goes EVERYWHERE with me getasponsor
2,2,I shouldnt have that NME awards interview on my TK playlist it makes me laugh so much when Im on the busin public x
2,1,Ever since we learned about Bob Dylan in popular music and society Ive heard him on the radio everyday I sure hope this trend doesnt end
3,1,So glad exservice menwomen and currents are against this
2,3,judsonb Thanks you ruined the show for me nowjk
1,2,These 3 hour classes def be killing meive been here for an hour and a Half and I couldnt tell you u one thing my professor said so far
4,1,RT shanellsnl I LIVE 4 THIS SHIT I BLEED MUSIC
1,1,RT BeOraQuelSmart paintedlady777 Why we should listen while others speak
1,1,Haha RT ottovonw httptwitpiccombgd98 tscc summerglaupicspam lulz poorapple
1,1,Sexual Intercourse Position  Chesapeake BK manager fired after arrest on child porn charges Man Behind Po httpwwwsexcyberguidecom
1,1,Learnxpress introduces ImageGear for Silverlight httpwwwlearnxpresscomlearnxpressintroducesimagegearforsilverlighthtml
1,2,I found out my ex is engaged he had the nerve to say It coulda been you OO The arrogance of this dude is hilarious BetterOffSingle
2,1,RT SonamRileyFyffe RT iloveCMJmTrKi Princessnyah no problem  you do music x  hw cn u nt knw who cont httptlgd9q31t
1,1,DrOz WhyYOUas 1stBEST2share O2 EZ O2Breakthru comparative studies findings httpbitlyZnaO2Blog Healthy PLS RT
2,1,Todays Mantra Each day is a new day filled with unlimited possibilities Each day is an opportunity to awaken to the Truth I AM
1,2,RT ChinkzeMoney1 prettyxlabelz ight ded ass imma burnt shit now ight bett thats what I said right BYEEe
3,1,MsMandyMay nikkibenz Ive said it before and Ill say it againthat is the most perfect posterior in history I would love to spank it
1,2,Lost a follower  i follow 1990 people and i only have 1100 Shoutouts please even if i dnt follow back you can be my missing followers
1,1,listening to El porque de tus silencios by Enrique Bunbury on Grooveshark httptinysongcomiFrN nowplaying
1,1,Horrid123Cp Idk I really dont post that much on others except CPT and if someone asks me to
2,1,TeamMinajOhio Its entirely your decision but I think it will be gangsta for all her Barbies to have itA lot of us already have them
1,1,I just took the Crebro feminino ou masculino quiz and got Masculino Try it  httpbitlydkB9By
1,3,Why cant I ever wake up n say good morning everyone kicking rocks with an attitude its always good afternoon which I cut dwn to wussup
1,1,what the sport of Golf needs is mixed gender or partnered tournaments men and women playing in same tournaments
1,1,HTC Desire listed for 419 at Amazons German portal
2,1,treatstoshare have you heard the gloriana cd i like it
2,1,This is all yours Youre the owner of this world
1,1,Nonton OVJngakak SD Roboh dan SD Elite HAHA httpmylocme3UDld
1,2,greyrider im waiting to see if something better comes out that and the purchase of a MacBook Pro in the next year is looming
1,1,I favorited a YouTube video  650 Burning Green Laser Contest httpyoutube1IKsKTKTZAa
1,2,A day of writing about US foreign policy and gothic storytelling awaits Best not get the two mixed up
1,2,RT gabsssy iDontUnderstandWhy is my lil brother always annoying
1,2,Net Throttling Hasnt Stopped httpbitlydbJYLW
2,2,Mserita doesnt you phone do GPS I forgot mine last week in ATL and just used my phone  not great but it worked
1,2,TsunamiWonny Im always up Im feedin the baby right Now My mind is heavy too
1,2,I often have no idea Im enraged until I notice my knuckles turning white
1,2,also trying to upload dance vids but theyre AVI files and I cant work out how to convert them to MPEG so its taking time
1,1,Feel like a trip on the TransSiberian railway Google Russia will take you there httpbitly9AUeNx  httpbitlyanpvKR
1,3,RT BREAKINHEARTS poloshawty1134 yuppp smh somebody need 2 choke life out that whore wtf wrong with some of these simple minded fools
1,3,Gosh I feel horrible 
1,2,httptwitpiccom13ql6h Bruno from Rio in Brazil  Sorry Bruno theres no way I can spell your second name
1,2,RTBreakThruGuyearthXplorer What is it that you like doingIf you dont like it get out of it because youll be lousy at itLee Iacocca
1,1,Before you sink your teeth into this bread  httpbitlyaCji7i  GREAT story of successful niche marketing for localfood
3,1,RT FreyaSykes Oooh Im at 1973 now Not many more and Ill hit that magic 2k followers 
1,1,ShareWIKcom  Think WebMD meets Facebook where you can learn from the experience of others httpowly186HL socialnetwork
3,1,cakesrme Im so glad my cousin keekee1985has somebody to look out for her down there
3,3,heybonnie I really hope that it was angry feedback Metro is horrible
1,1,Uk Plc And Sterling Forex Markets Posted By Peter Jones httpbitlycNRPVW
1,1,New blog post How Much Does It Cost To Buy Apples New Ipad httpunfakeitDTYm
1,1,RT djrobstacks Shout out to all the urban DJs bringing diversity to the radio new2 hot97 djcamilo streaming now from VA
1,1,Library of the Future in Plain English httpwpmep6snjyH
1,1,RT curtisfinancial RT EdibleSF janeblack gets one last word in on the future of food writing httpowly188Ey
1,1,BarNoneMKE what did you get and how were the prices
2,1,I hope I get 2 train wit these niggies tomorrow get my combine game up lol
3,1,FauxTayMomsen lmfao we do D i think its cute too xD
1,1,Video part 2 put them on you strike a match POOOOF httptumblrcomx0k6jajdq
1,1,RT Spotdotph Wynn Wynn Ong purse lands the cover of Womens Wear Daily httpbitlybhLNo9
1,2,I think we all should get over Js hair for a while Yes he cut itshaved itetc and wellhes the only one cont httptlgd9jhf2
2,1,familyforce5x ummm ultravoilet nothing but the truthadventureland chicago and NINE ahahah
2,2,Jst met my 2nd cousinsz They r pretty nice But now im boredd
1,2,There comes a moment when you have to stop revving up the car and shove it into gear
1,1,DMS Crysonic updates Spectralive NXT to v35 17th February 2010 Crysonic has updated Spectralive NXT to v35 o httpbitlybq9ljI
2,2,miumiuuu what type you looking for gimme more description or ill end up showing you furry leopard prints in loud colours again lol
1,1,I just reached Citizen Level 5 in SmallWorlds and now hold the title of Citizen httpsocliUqs9FTC
1,1,RT otbkb First impressions of Park Slopes Macks Bar  Grill in Park Slopehttptinyurlcomy8sfz7o
1,1,Vanity is a fresh magazine styled premium WordPress theme By GorillaThemes design for fashion  celebrity gossip httpbitly8DZ2PD
2,1,RT KFZuzulo Free copy of THE GENIES CURSE to a participant at tomorrow nights CoffeeTime Chat Topic is sacrifice httpbitlyiFArB
2,1,nice to know true love exists RT RichDenzler Grandparents are celebrating 68 years of marriage today Crazy RVA
1,2,amazing wisewords RT aplusk You cant solve a problem with the same consciousness that created it einstein
3,1,IF YOU WISH JustinBieber WAS YOU BOYFRIEND THEN TWEET  iwishJBwasmyBF AT THE END OF YOUR TWEETS  
1,2,I was hungryRT BadBishLish BadGirlAsh grubbing httptweetphotocom11637754
1,2,CEZ halts approvals for solar wind power plants httpbitlybekeAQ  Solarif
1,2,haydenalxwhite i think you just broke my heart
1,2,I swear everytime I wake in the chinese ppl kno me n wat I want they jus start cookin my shit fatshit I mean wat if I want sumthin new smh
3,1,zrobinsonn the best is yet to come better days are just ahead 
2,1,RT keeperofdreams Wonderful Snow Photography by Piotr Krzaczkowski  AmO Images httpbitlyb5k4Wy via addthis
2,1,RT SwitchFoot Home for a few hours its sunny and 74 and fm949sd played mess of me just as I started my car Not a bad way to come home Tim
1,1,RT Cyr1us Le PlayStation Network sur Tlphone Portable  httptinyurlcomybmjjaj
2,2,Twitter is the reflection of the lowest cravings of humanity Its always about sex food TV and sometimes about cats Best saw ever heard
1,3,roguemouse paclpackpack still not cleaned I have decided to do the least possible Um yeah sorry D
2,1,Me  my pile of fresh smelling laundry are waiting for dwdd
2,1,RT Caseyjones71 usearubber cocaine is a hell of a drug yes it is
2,1,RT IndustryMag Um yeah Were ready for THIS video  httpnecolebitchiecom20100217youngmoneysrogerthatvideoshoot
1,2,QAsh wendsday is one of the biggest christian holidays  Anot for baptists but thanks  httpformspringmeheidismynameq185694307
2,2,Krissywhittles that album isnt my favorite i like his old stuff but ir still isnt bad i stiill love him
1,1,Interesting video on Employer Branding in the next decade httpwpmeprPo247 by NickPrice RT LisaScales
1,1,Sell Your Products Online with us Today And Get Website Traffic Forever httptinyurlcomm7dpsv
3,1,Checking the menu  Tennessee Reds BBQ  the smoke wafting thru the air smells damn good This might be dinner httptwitpiccom13og8o
